tourney_name,surface,result,player,rank,hand,height,country,age,best_of,minutes,numAces,numDF,servePoints,first_serve_in,first_serve_won,second_serve_won,serve_games_won,break_points_saved,break_points_faced
Roland Garros,Clay,Winner,Hubert Hurkacz,14,R,196,POL,26.2,5,282,15,3,180,105,84,41,28,4,7
Roland Garros,Clay,Loser,Tallon Griekspoor,39,R,188,NED,26.9,5,282,9,12,201,125,92,35,27,11,15
Roland Garros,Clay,Winner,Karen Khachanov,11,R,198,RUS,27,5,138,6,2,81,53,42,18,14,1,1
Roland Garros,Clay,Loser,Radu Albot,113,R,175,MDA,33.5,5,138,4,4,103,64,43,15,13,8,12
Roland Garros,Clay,Winner,Thanasi Kokkinakis,108,R,196,AUS,27.1,5,279,12,8,184,112,88,31,25,11,14
Roland Garros,Clay,Loser,Stan Wawrinka,89,R,183,SUI,38.1,5,279,12,5,145,85,62,37,25,9,14
Roland Garros,Clay,Winner,Lorenzo Sonego,48,R,191,ITA,28,5,158,3,3,95,64,51,18,15,6,7
Roland Garros,Clay,Loser,Ugo Humbert,40,L,188,FRA,24.9,5,158,1,4,101,52,37,25,16,4,8
Roland Garros,Clay,Winner,Andrey Rublev,7,R,188,RUS,25.6,5,179,6,5,113,70,51,22,18,3,5
Roland Garros,Clay,Loser,Corentin Moutet,61,L,178,FRA,24.1,5,179,2,4,129,80,48,26,18,9,14
Roland Garros,Clay,Winner,Holger Rune,6,R,185,DEN,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roland Garros,Clay,Loser,Gael Monfils,394,R,193,FRA,36.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roland Garros,Clay,Winner,Francisco Cerundolo,23,R,185,ARG,24.7,5,155,8,5,108,77,54,13,14,10,12
Roland Garros,Clay,Loser,Yannick Hanfmann,65,R,193,GER,31.5,5,155,2,2,117,80,39,23,14,10,16
Roland Garros,Clay,Winner,Taylor Fritz,8,R,193,USA,25.5,5,170,8,1,100,47,36,36,19,1,4
Roland Garros,Clay,Loser,Arthur Rinderknech,78,R,196,FRA,27.8,5,170,7,3,113,71,54,20,18,10,14
Roland Garros,Clay,Winner,Nicolas Jarry,35,R,198,CHI,27.6,5,184,5,4,140,89,63,26,19,13,15
Roland Garros,Clay,Loser,Tommy Paul,17,R,185,USA,26,5,184,3,5,98,68,47,18,19,1,6
Roland Garros,Clay,Winner,Marcos Giron,75,R,180,USA,29.8,5,104,6,0,73,41,38,16,12,4,4
Roland Garros,Clay,Loser,Jiri Lehecka,41,R,185,CZE,21.5,5,104,2,2,84,58,36,9,13,2,8
Roland Garros,Clay,Winner,Zhizhen Zhang,71,R,193,CHN,26.6,5,141,5,3,105,68,48,21,16,5,7
Roland Garros,Clay,Winner,Casper Ruud,4,R,183,NOR,24.4,5,185,2,2,120,66,43,40,20,6,8
Roland Garros,Clay,Winner,Daniel Altmaier,79,R,191,GER,24.7,5,326,10,6,204,142,98,27,26,15,21
Roland Garros,Clay,Loser,Jannik Sinner,9,R,188,ITA,21.7,5,326,11,3,187,110,77,42,28,4,9
Roland Garros,Clay,Winner,Grigor Dimitrov,29,R,188,BUL,32,5,170,5,1,107,56,38,29,16,5,9
Roland Garros,Clay,Loser,Emil Ruusuvuori,46,R,188,FIN,24.1,5,170,5,2,105,60,37,21,15,9,15
Roland Garros,Clay,Winner,Alexander Zverev,27,R,198,GER,26.1,5,118,6,3,80,48,37,21,12,8,8
Roland Garros,Clay,Loser,Alex Molcan,86,L,178,SVK,25.4,5,118,0,3,82,54,32,10,13,10,16
Roland Garros,Clay,Winner,Frances Tiafoe,12,R,188,USA,25.3,5,164,10,2,103,60,50,23,19,5,8
Roland Garros,Clay,Loser,Aslan Karatsev,62,R,185,RUS,29.7,5,164,12,7,110,69,49,18,19,8,14
Roland Garros,Clay,Winner,Borna Coric,16,R,188,CRO,26.5,5,263,1,2,157,79,57,44,24,9,13
Roland Garros,Clay,Loser,Pedro Cachin,64,R,185,ARG,28.1,5,263,6,3,144,91,62,27,24,7,13
Roland Garros,Clay,Winner,Tomas Martin Etcheverry,49,R,196,ARG,23.8,5,166,3,3,102,63,46,25,16,7,9
Roland Garros,Clay,Loser,Alex De Minaur,19,R,183,AUS,24.2,5,166,0,5,106,63,37,22,14,4,8
Roland Garros,Clay,Winner,Yoshihito Nishioka,33,L,170,JPN,27.6,5,186,2,5,123,72,50,32,20,5,8
Roland Garros,Clay,Loser,Max Purcell,68,R,185,AUS,25.1,5,186,7,6,141,78,54,28,20,12,18
Roland Garros,Clay,Winner,Thiago Seyboth Wild,172,R,185,BRA,23.2,5,175,8,9,124,64,43,35,19,9,12
Roland Garros,Clay,Loser,Guido Pella,423,L,185,ARG,33,5,175,1,5,106,70,43,21,18,7,12
Roland Garros,Clay,Winner,Carlos Alcaraz,1,R,185,ESP,20,5,131,0,1,80,58,38,15,13,4,6
Roland Garros,Clay,Loser,Denis Shapovalov,32,L,185,CAN,24.1,5,131,0,10,87,49,25,14,12,9,16
Roland Garros,Clay,Winner,Lorenzo Musetti,18,R,185,ITA,21.2,5,129,2,2,78,48,40,14,13,2,3
Roland Garros,Clay,Loser,Cameron Norrie,13,L,188,GBR,27.7,5,129,2,3,96,63,34,15,12,12,18
Roland Garros,Clay,Winner,Sebastian Ofner,118,R,191,AUT,27,5,235,5,3,149,89,54,24,25,7,19
Roland Garros,Clay,Loser,Fabio Fognini,130,R,178,ITA,36,5,235,1,6,165,103,58,29,25,16,28
Roland Garros,Clay,Winner,Stefanos Tsitsipas,5,R,193,GRE,24.7,5,124,6,1,84,52,36,21,13,4,5
Roland Garros,Clay,Loser,Diego Schwartzman,95,R,170,ARG,30.7,5,124,1,5,87,59,32,9,12,12,18
Roland Garros,Clay,Winner,Novak Djokovic,3,R,188,SRB,36,5,216,1,6,114,74,48,16,16,3,8
Roland Garros,Clay,Loser,Alejandro Davidovich Fokina,34,R,183,ESP,23.9,5,216,3,2,120,81,41,19,16,10,17
Roland Garros,Clay,Winner,Juan Pablo Varillas,94,R,185,PER,27.6,5,232,7,1,146,87,61,41,24,4,7
Roland Garros,Clay,Loser,Hubert Hurkacz,14,R,196,POL,26.2,5,232,8,3,149,90,69,26,24,3,7
Roland Garros,Clay,Winner,Karen Khachanov,11,R,198,RUS,27,5,223,5,3,120,77,50,29,19,4,7
Roland Garros,Clay,Loser,Thanasi Kokkinakis,108,R,196,AUS,27.1,5,223,6,1,138,79,54,26,19,12,17
Roland Garros,Clay,Winner,Lorenzo Sonego,48,R,191,ITA,28,5,223,8,5,157,105,76,24,25,5,11
Roland Garros,Clay,Loser,Andrey Rublev,7,R,188,RUS,25.6,5,223,9,4,135,73,55,36,23,5,9
Roland Garros,Clay,Winner,Holger Rune,6,R,185,DEN,20,5,119,4,4,78,57,40,10,13,5,8
Roland Garros,Clay,Winner,Francisco Cerundolo,23,R,185,ARG,24.7,5,170,1,4,134,110,71,12,20,11,15
Roland Garros,Clay,Loser,Taylor Fritz,8,R,193,USA,25.5,5,170,9,4,119,94,64,10,20,15,21
Roland Garros,Clay,Winner,Nicolas Jarry,35,R,198,CHI,27.6,5,175,15,3,112,77,65,20,20,1,2
Roland Garros,Clay,Loser,Marcos Giron,75,R,180,USA,29.8,5,175,6,3,128,90,62,13,18,2,7
Roland Garros,Clay,Winner,Casper Ruud,4,R,183,NOR,24.4,5,156,6,3,116,85,60,15,19,7,10
Roland Garros,Clay,Loser,Zhizhen Zhang,71,R,193,CHN,26.6,5,156,6,2,100,80,46,13,18,5,11
Roland Garros,Clay,Winner,Grigor Dimitrov,29,R,188,BUL,32,5,127,4,5,78,40,30,21,13,5,7
Roland Garros,Clay,Loser,Daniel Altmaier,79,R,191,GER,24.7,5,127,3,3,74,48,26,9,13,4,10
Roland Garros,Clay,Winner,Alexander Zverev,27,R,198,GER,26.1,5,222,13,10,144,93,66,25,21,5,10
Roland Garros,Clay,Loser,Frances Tiafoe,12,R,188,USA,25.3,5,222,3,2,132,94,61,13,19,9,14
Roland Garros,Clay,Winner,Tomas Martin Etcheverry,49,R,196,ARG,23.8,5,182,4,1,94,55,45,20,15,5,7
Roland Garros,Clay,Loser,Borna Coric,16,R,188,CRO,26.5,5,182,4,4,105,60,43,14,14,12,17
Roland Garros,Clay,Winner,Yoshihito Nishioka,33,L,170,JPN,27.6,5,219,2,3,149,105,68,21,22,3,8
Roland Garros,Clay,Loser,Thiago Seyboth Wild,172,R,185,BRA,23.2,5,219,10,9,158,96,63,34,23,10,16
Roland Garros,Clay,Winner,Carlos Alcaraz,1,R,185,ESP,20,5,129,6,3,77,56,43,10,13,5,7
Roland Garros,Clay,Loser,Lorenzo Musetti,18,R,185,ITA,21.2,5,129,2,4,88,52,26,16,12,7,14
Roland Garros,Clay,Winner,Stefanos Tsitsipas,5,R,193,GRE,24.7,5,108,3,3,83,59,45,13,14,2,3
Roland Garros,Clay,Loser,Sebastian Ofner,118,R,191,AUT,27,5,108,4,3,76,41,27,14,13,5,11
Roland Garros,Clay,Winner,Novak Djokovic,3,R,188,SRB,36,5,117,7,3,70,56,47,5,13,2,3
Roland Garros,Clay,Loser,Juan Pablo Varillas,94,R,185,PER,27.6,5,117,3,0,72,47,25,11,12,6,12
Roland Garros,Clay,Winner,Karen Khachanov,11,R,198,RUS,27,5,210,12,1,132,76,57,28,19,10,14
Roland Garros,Clay,Loser,Lorenzo Sonego,48,R,191,ITA,28,5,210,8,5,121,74,51,23,17,8,12
Roland Garros,Clay,Winner,Holger Rune,6,R,185,DEN,20,5,239,8,10,173,102,67,39,25,13,20
Roland Garros,Clay,Loser,Francisco Cerundolo,23,R,185,ARG,24.7,5,239,5,6,166,110,74,34,25,4,8
Roland Garros,Clay,Winner,Casper Ruud,4,R,183,NOR,24.4,5,200,10,5,126,80,57,23,18,14,17
Roland Garros,Clay,Loser,Nicolas Jarry,35,R,198,CHI,27.6,5,200,11,4,134,89,59,18,18,8,13
Roland Garros,Clay,Winner,Alexander Zverev,27,R,198,GER,26.1,5,138,4,7,92,60,47,11,13,14,16
Roland Garros,Clay,Loser,Grigor Dimitrov,29,R,188,BUL,32,5,138,0,6,83,46,28,10,13,8,15
Roland Garros,Clay,Winner,Tomas Martin Etcheverry,49,R,196,ARG,23.8,5,124,12,0,85,79,57,4,13,4,5
Roland Garros,Clay,Loser,Yoshihito Nishioka,33,L,170,JPN,27.6,5,124,3,2,73,62,33,6,12,3,9
Roland Garros,Clay,Winner,Carlos Alcaraz,1,R,185,ESP,20,5,133,6,1,75,58,46,11,13,1,2
Roland Garros,Clay,Loser,Stefanos Tsitsipas,5,R,193,GRE,24.7,5,133,5,5,95,56,34,16,14,6,12
Roland Garros,Clay,Winner,Novak Djokovic,3,R,188,SRB,36,5,219,11,5,132,78,60,32,20,8,10
Roland Garros,Clay,Loser,Karen Khachanov,11,R,198,RUS,27,5,219,7,4,133,75,49,30,20,4,8
Roland Garros,Clay,Winner,Casper Ruud,4,R,183,NOR,24.4,5,165,5,5,110,69,50,24,17,6,7
Roland Garros,Clay,Loser,Holger Rune,6,R,185,DEN,20,5,165,1,9,113,61,39,25,16,8,13
Roland Garros,Clay,Winner,Alexander Zverev,27,R,198,GER,26.1,5,202,7,9,116,78,59,15,19,6,9
Roland Garros,Clay,Loser,Tomas Martin Etcheverry,49,R,196,ARG,23.8,5,202,8,2,116,72,52,18,19,6,11
Roland Garros,Clay,Winner,Novak Djokovic,3,R,188,SRB,36,5,204,8,3,125,88,63,16,18,10,12
Roland Garros,Clay,Loser,Carlos Alcaraz,1,R,185,ESP,20,5,204,3,2,103,74,40,14,17,5,12
Roland Garros,Clay,Winner,Casper Ruud,4,R,183,NOR,24.4,5,129,5,1,89,55,39,18,13,8,9
Roland Garros,Clay,Loser,Alexander Zverev,27,R,198,GER,26.1,5,129,3,2,69,47,26,10,12,4,10
Roland Garros,Clay,Winner,Novak Djokovic,3,R,188,SRB,36,5,194,11,1,101,74,59,17,17,3,4
Roland Garros,Clay,Loser,Casper Ruud,4,R,183,NOR,24.4,5,194,4,1,106,68,39,25,16,7,10
s Hertogenbosch,Grass,Winner,Tallon Griekspoor,38,R,188,NED,26.9,3,155,9,1,126,93,63,18,17,5,7
s Hertogenbosch,Grass,Loser,Jordan Thompson,103,R,183,AUS,29.1,3,155,12,0,89,57,40,22,16,2,5
s Hertogenbosch,Grass,Winner,Jordan Thompson,103,R,183,AUS,29.1,3,116,4,0,68,39,31,21,11,1,1
s Hertogenbosch,Grass,Loser,Rinky Hijikata,133,U,NA,AUS,22.2,3,116,3,1,76,44,30,20,10,1,2
s Hertogenbosch,Grass,Winner,Tallon Griekspoor,38,R,188,NED,26.9,3,88,9,2,64,38,33,15,11,4,4
s Hertogenbosch,Grass,Loser,Emil Ruusuvuori,42,R,188,FIN,24.1,3,88,12,2,60,35,29,14,11,4,6
s Hertogenbosch,Grass,Winner,Jordan Thompson,103,R,183,AUS,29.1,3,152,12,1,85,48,37,28,16,0,2
s Hertogenbosch,Grass,Loser,Adrian Mannarino,52,L,183,FRA,34.9,3,152,4,6,108,64,43,24,16,6,9
s Hertogenbosch,Grass,Winner,Rinky Hijikata,133,U,NA,AUS,22.2,3,134,5,2,91,54,40,18,14,7,9
s Hertogenbosch,Grass,Loser,Mackenzie Mcdonald,68,R,178,USA,28.1,3,134,8,4,86,52,29,18,14,4,9
s Hertogenbosch,Grass,Winner,Tallon Griekspoor,38,R,188,NED,26.9,3,110,14,4,99,67,53,14,15,13,14
s Hertogenbosch,Grass,Loser,Alex De Minaur,18,R,183,AUS,24.3,3,110,8,1,69,40,33,19,14,1,3
s Hertogenbosch,Grass,Winner,Emil Ruusuvuori,42,R,188,FIN,24.1,3,80,2,3,52,29,29,11,10,0,0
s Hertogenbosch,Grass,Loser,Jannik Sinner,9,R,188,ITA,21.8,3,80,3,1,57,38,24,10,9,2,4
s Hertogenbosch,Grass,Winner,Adrian Mannarino,52,L,183,FRA,34.9,3,119,1,1,78,42,26,26,14,4,7
s Hertogenbosch,Grass,Loser,Daniil Medvedev,3,R,198,RUS,27.3,3,119,8,5,77,45,32,15,14,1,6
s Hertogenbosch,Grass,Winner,Jordan Thompson,103,R,183,AUS,29.1,3,92,5,0,60,41,35,13,10,2,2
s Hertogenbosch,Grass,Winner,Mackenzie Mcdonald,68,R,178,USA,28.1,3,86,4,0,55,33,27,14,10,1,1
s Hertogenbosch,Grass,Loser,Borna Coric,15,R,188,CRO,26.5,3,86,5,7,63,36,27,10,10,4,6
s Hertogenbosch,Grass,Winner,Rinky Hijikata,133,U,NA,AUS,22.2,3,122,2,4,81,49,40,19,15,2,4
s Hertogenbosch,Grass,Loser,Marc Andrea Huesler,82,L,196,SUI,26.9,3,122,12,5,94,52,36,25,14,8,10
s Hertogenbosch,Grass,Winner,Tallon Griekspoor,38,R,188,NED,26.9,3,60,5,1,46,25,20,16,9,0,0
s Hertogenbosch,Grass,Loser,Alexei Popyrin,90,R,196,AUS,23.8,3,60,5,0,41,20,16,9,8,0,3
s Hertogenbosch,Grass,Winner,Alex De Minaur,18,R,183,AUS,24.3,3,131,7,6,104,63,46,25,15,5,5
s Hertogenbosch,Grass,Loser,Laslo Djere,60,R,188,SRB,28,3,131,7,1,90,56,39,17,13,5,8
s Hertogenbosch,Grass,Winner,Emil Ruusuvuori,42,R,188,FIN,24.1,3,156,8,2,103,71,50,19,15,7,8
s Hertogenbosch,Grass,Loser,Ugo Humbert,36,L,188,FRA,24.9,3,156,7,6,100,56,42,21,15,4,8
s Hertogenbosch,Grass,Winner,Jannik Sinner,9,R,188,ITA,21.8,3,83,8,0,49,32,27,10,9,1,1
s Hertogenbosch,Grass,Loser,Alexander Bublik,47,R,196,KAZ,25.9,3,83,9,6,77,45,29,13,9,9,12
s Hertogenbosch,Grass,Winner,Adrian Mannarino,52,L,183,FRA,34.9,3,100,5,6,74,42,34,19,11,4,4
s Hertogenbosch,Grass,Loser,Arthur Fils,66,R,185,FRA,18.9,3,100,11,4,72,42,34,13,11,1,2
s Hertogenbosch,Grass,Winner,Jordan Thompson,103,R,183,AUS,29.1,3,97,4,1,68,42,34,16,11,2,2
s Hertogenbosch,Grass,Loser,Miomir Kecmanovic,39,R,183,SRB,23.7,3,84,4,1,74,49,32,11,9,7,10
s Hertogenbosch,Grass,Winner,Mackenzie Mcdonald,68,R,178,USA,28.1,3,81,5,1,62,43,29,13,10,6,7
s Hertogenbosch,Grass,Loser,Ilya Ivashka,87,R,193,BLR,29.2,3,81,5,4,56,27,20,13,9,3,6
s Hertogenbosch,Grass,Winner,Rinky Hijikata,133,U,NA,AUS,22.2,3,138,8,0,112,69,51,23,15,4,5
s Hertogenbosch,Grass,Loser,Gijs Brouwer,145,L,NA,NED,27.2,3,138,12,7,99,68,47,11,14,5,9
s Hertogenbosch,Grass,Winner,Marc Andrea Huesler,82,L,196,SUI,26.9,3,99,6,2,60,31,23,20,10,4,5
s Hertogenbosch,Grass,Loser,Maxime Cressy,40,R,198,USA,26,3,99,10,14,78,44,30,13,10,4,7
s Hertogenbosch,Grass,Winner,Tallon Griekspoor,38,R,188,NED,26.9,3,107,8,1,74,53,39,14,13,0,1
s Hertogenbosch,Grass,Loser,Mikael Ymer,62,R,183,SWE,24.7,3,107,5,4,98,68,41,15,13,7,10
s Hertogenbosch,Grass,Winner,Alexei Popyrin,90,R,196,AUS,23.8,3,85,8,2,62,40,35,17,11,1,1
s Hertogenbosch,Grass,Loser,Arthur Rinderknech,85,R,196,FRA,27.8,3,85,7,3,62,41,37,8,10,3,4
s Hertogenbosch,Grass,Winner,Laslo Djere,60,R,188,SRB,28,3,81,6,6,58,35,27,13,9,1,1
s Hertogenbosch,Grass,Winner,Ugo Humbert,36,L,188,FRA,24.9,3,83,11,4,49,28,22,15,9,1,1
s Hertogenbosch,Grass,Loser,Jason Kubler,97,R,178,AUS,30,3,83,5,3,67,37,25,14,9,5,8
s Hertogenbosch,Grass,Winner,Emil Ruusuvuori,42,R,188,FIN,24.1,3,120,13,6,87,46,36,23,14,5,6
s Hertogenbosch,Grass,Loser,Brandon Nakashima,54,R,185,USA,21.8,3,120,1,3,67,43,32,15,13,3,5
s Hertogenbosch,Grass,Winner,Alexander Bublik,47,R,196,KAZ,25.9,3,97,8,8,78,35,28,23,12,3,5
s Hertogenbosch,Grass,Loser,David Goffin,126,R,180,BEL,32.5,3,97,1,3,69,39,27,13,12,4,8
Stuttgart,Grass,Winner,Frances Tiafoe,12,R,188,USA,25.3,3,129,13,2,98,59,49,28,17,0,1
Stuttgart,Grass,Loser,Jan Lennard Struff,24,R,193,GER,33.1,3,129,28,8,117,72,57,24,17,3,3
Stuttgart,Grass,Winner,Jan Lennard Struff,24,R,193,GER,33.1,3,86,11,4,66,44,36,14,13,1,2
Stuttgart,Grass,Loser,Hubert Hurkacz,14,R,196,POL,26.3,3,86,21,0,81,60,45,9,14,2,5
Stuttgart,Grass,Winner,Frances Tiafoe,12,R,188,USA,25.3,3,95,3,4,77,41,36,19,11,0,0
Stuttgart,Grass,Loser,Marton Fucsovics,86,R,188,HUN,31.3,3,95,14,2,68,39,30,18,10,1,2
Stuttgart,Grass,Winner,Jan Lennard Struff,24,R,193,GER,33.1,3,74,18,2,59,35,32,14,11,1,1
Stuttgart,Grass,Loser,Richard Gasquet,55,R,185,FRA,36.9,3,74,7,4,64,35,24,19,11,3,5
Stuttgart,Grass,Winner,Hubert Hurkacz,14,R,196,POL,26.3,3,86,16,0,53,34,31,10,10,0,0
Stuttgart,Grass,Loser,Christopher Oconnell,74,R,183,AUS,29,3,86,5,1,73,39,29,15,10,6,8
Stuttgart,Grass,Winner,Frances Tiafoe,12,R,188,USA,25.3,3,161,10,4,110,64,50,21,16,3,6
Stuttgart,Grass,Loser,Lorenzo Musetti,17,R,185,ITA,21.2,3,161,17,7,117,68,53,18,16,4,9
Stuttgart,Grass,Winner,Marton Fucsovics,86,R,188,HUN,31.3,3,100,4,6,74,43,36,15,11,1,1
Stuttgart,Grass,Loser,Taylor Fritz,8,R,193,USA,25.6,3,100,8,3,79,50,36,13,11,6,8
Stuttgart,Grass,Winner,Richard Gasquet,55,R,185,FRA,36.9,3,137,5,6,97,54,44,22,16,2,5
Stuttgart,Grass,Loser,Stefanos Tsitsipas,5,R,193,GRE,24.8,3,137,19,4,112,70,53,22,16,8,10
Stuttgart,Grass,Winner,Jan Lennard Struff,24,R,193,GER,33.1,3,89,21,2,70,50,45,10,12,1,2
Stuttgart,Grass,Loser,Tommy Paul,16,R,185,USA,26,3,89,10,2,83,56,42,13,12,6,7
Stuttgart,Grass,Winner,Hubert Hurkacz,14,R,196,POL,26.3,3,143,21,5,111,68,56,26,17,2,3
Stuttgart,Grass,Loser,Yosuke Watanuki,121,R,180,JPN,25.1,3,143,27,8,118,62,53,33,17,5,5
Stuttgart,Grass,Winner,Christopher Oconnell,74,R,183,AUS,29,3,113,7,2,86,61,44,16,11,5,5
Stuttgart,Grass,Loser,Lorenzo Sonego,41,R,191,ITA,28,3,113,11,2,67,46,38,8,10,3,4
Stuttgart,Grass,Winner,Lorenzo Musetti,17,R,185,ITA,21.2,3,96,8,2,71,39,32,17,9,7,7
Stuttgart,Grass,Loser,Gregoire Barrere,58,R,183,FRA,29.3,3,96,4,2,64,34,22,14,9,2,5
Stuttgart,Grass,Winner,Frances Tiafoe,12,R,188,USA,25.3,3,77,9,5,71,44,37,17,11,3,3
Stuttgart,Grass,Loser,Jiri Lehecka,37,R,185,CZE,21.5,3,77,8,2,59,41,35,8,11,0,1
Stuttgart,Grass,Winner,Marton Fucsovics,86,R,188,HUN,31.3,3,126,6,4,83,45,36,18,15,2,5
Stuttgart,Grass,Loser,Yibing Wu,64,R,183,CHN,23.6,3,126,3,1,86,62,39,15,15,4,8
Stuttgart,Grass,Winner,Taylor Fritz,8,R,193,USA,25.6,3,83,14,7,79,48,41,15,11,2,2
Stuttgart,Grass,Loser,Aslan Karatsev,48,R,185,RUS,29.7,3,83,10,4,61,35,29,15,10,1,2
Stuttgart,Grass,Winner,Richard Gasquet,55,R,185,FRA,36.9,3,99,6,2,62,35,28,19,11,0,1
Stuttgart,Grass,Loser,Christopher Eubanks,75,R,201,USA,27.1,3,99,15,3,85,55,38,12,11,2,4
Stuttgart,Grass,Winner,Jan Lennard Struff,24,R,193,GER,33.1,3,57,7,3,45,26,21,12,9,0,1
Stuttgart,Grass,Loser,Zhizhen Zhang,56,R,193,CHN,26.6,3,57,4,2,53,29,18,9,8,2,6
Stuttgart,Grass,Winner,Tommy Paul,16,R,185,USA,26,3,64,5,2,44,27,26,14,10,0,0
Stuttgart,Grass,Loser,Benjamin Bonzi,76,R,185,FRA,27,3,64,4,3,68,37,25,16,9,7,9
Stuttgart,Grass,Winner,Yosuke Watanuki,121,R,180,JPN,25.1,3,91,17,3,71,46,39,13,11,1,1
Stuttgart,Grass,Winner,Christopher Oconnell,74,R,183,AUS,29,3,56,4,0,39,23,21,11,8,0,0
Stuttgart,Grass,Loser,Daniel Altmaier,59,R,191,GER,24.7,3,56,6,2,43,30,15,6,8,0,4
Stuttgart,Grass,Winner,Lorenzo Sonego,41,R,191,ITA,28,3,71,3,1,52,41,31,5,8,6,6
Stuttgart,Grass,Loser,Matteo Berrettini,21,R,196,ITA,27.1,3,71,5,1,42,24,14,6,7,2,6
Stuttgart,Grass,Winner,Lorenzo Musetti,17,R,185,ITA,21.2,3,89,7,9,76,40,35,20,11,5,5
Stuttgart,Grass,Loser,Borna Gojo,111,R,196,CRO,25.2,3,89,9,1,58,37,31,12,10,1,2
Stuttgart,Grass,Winner,Gregoire Barrere,58,R,183,FRA,29.3,3,74,5,4,57,33,27,14,9,5,5
Stuttgart,Grass,Loser,Oscar Otte,141,R,196,GER,29.9,3,74,7,8,65,32,24,14,10,4,7
Stuttgart,Grass,Winner,Jiri Lehecka,37,R,185,CZE,21.5,3,104,12,6,79,46,43,16,15,3,5
Stuttgart,Grass,Loser,Marcos Giron,57,R,180,USA,29.8,3,104,10,7,91,48,39,19,14,8,11
Stuttgart,Grass,Winner,Yibing Wu,64,R,183,CHN,23.6,3,68,5,2,68,43,33,16,11,2,2
Stuttgart,Grass,Winner,Marton Fucsovics,86,R,188,HUN,31.3,3,119,7,3,74,49,38,15,14,0,2
Stuttgart,Grass,Loser,Denis Shapovalov,29,L,185,CAN,24.1,3,119,2,11,85,37,28,24,14,6,9
Stuttgart,Grass,Winner,Aslan Karatsev,48,R,185,RUS,29.7,3,189,8,13,139,80,59,31,18,12,14
Stuttgart,Grass,Loser,Corentin Moutet,77,L,178,FRA,24.1,3,189,14,10,131,80,55,28,18,7,10
Halle,Grass,Winner,Alexander Bublik,48,R,196,KAZ,26,3,94,21,12,78,45,41,16,14,3,4
Halle,Grass,Loser,Andrey Rublev,7,R,188,RUS,25.6,3,94,11,2,77,52,40,11,13,4,6
Halle,Grass,Winner,Andrey Rublev,7,R,188,RUS,25.6,3,101,12,1,71,41,33,12,9,5,6
Halle,Grass,Loser,Roberto Bautista Agut,23,R,183,ESP,35.1,3,101,3,0,69,41,26,12,10,8,12
Halle,Grass,Winner,Alexander Bublik,48,R,196,KAZ,26,3,87,14,7,60,34,32,14,11,1,1
Halle,Grass,Loser,Alexander Zverev,22,R,198,GER,26.1,3,87,9,2,55,39,29,7,10,3,5
Halle,Grass,Winner,Roberto Bautista Agut,23,R,183,ESP,35.1,3,113,0,1,71,52,41,12,12,1,2
Halle,Grass,Loser,Daniil Medvedev,3,R,198,RUS,27.3,3,113,12,4,88,60,43,12,12,5,7
Halle,Grass,Winner,Andrey Rublev,7,R,188,RUS,25.6,3,99,13,1,75,54,42,10,14,3,6
Halle,Grass,Loser,Tallon Griekspoor,29,R,188,NED,26.9,3,99,16,2,92,62,46,10,14,6,10
Halle,Grass,Winner,Alexander Bublik,48,R,196,KAZ,26,3,57,6,1,38,26,21,6,7,0,1
Halle,Grass,Loser,Jannik Sinner,9,R,188,ITA,21.8,3,57,2,2,37,22,14,6,7,0,3
Halle,Grass,Winner,Alexander Zverev,22,R,198,GER,26.1,3,117,12,5,87,58,43,13,11,4,4
Halle,Grass,Loser,Nicolas Jarry,28,R,198,CHI,27.6,3,117,6,1,60,40,28,11,10,4,6
Halle,Grass,Winner,Daniil Medvedev,3,R,198,RUS,27.3,3,130,7,7,101,67,53,16,16,5,7
Halle,Grass,Loser,Laslo Djere,65,R,188,SRB,28,3,130,9,2,96,58,44,12,14,7,11
Halle,Grass,Winner,Roberto Bautista Agut,23,R,183,ESP,35.1,3,115,5,3,70,44,34,16,12,0,1
Halle,Grass,Loser,Brandon Nakashima,54,R,185,USA,21.8,3,115,8,0,84,52,39,13,12,8,10
Halle,Grass,Winner,Andrey Rublev,7,R,188,RUS,25.6,3,98,5,3,77,46,34,15,11,1,3
Halle,Grass,Loser,Yannick Hanfmann,53,R,193,GER,31.5,3,98,5,2,70,45,27,13,10,3,6
Halle,Grass,Winner,Tallon Griekspoor,29,R,188,NED,26.9,3,112,13,3,97,63,47,19,14,2,4
Halle,Grass,Loser,Hubert Hurkacz,17,R,196,POL,26.3,3,112,12,1,96,63,44,19,14,2,3
Halle,Grass,Winner,Alexander Bublik,48,R,196,KAZ,26,3,134,23,10,101,56,47,22,16,4,6
Halle,Grass,Loser,Jan Lennard Struff,21,R,193,GER,33.1,3,134,14,8,113,68,50,15,14,10,14
Halle,Grass,Winner,Jannik Sinner,9,R,188,ITA,21.8,3,172,10,3,106,65,53,22,16,8,8
Halle,Grass,Loser,Lorenzo Sonego,39,R,191,ITA,28.1,3,172,8,1,110,72,51,21,16,9,11
Halle,Grass,Winner,Alexander Zverev,22,R,198,GER,26.1,3,75,7,3,53,34,28,11,9,0,0
